school_name,domain
新疆政法学院,xjzfu.edu.cn
广西农业职业技术大学,gxnzd.edu.cn
山西科技学院,tyust.edu.cn
长治医学院,czmc.com
福建警察学院,fjpsc.edu.cn
福建商学院,fjbu.edu.cn
甘肃医学院,plmc.edu.cn
广西财经学院,gxufe.cn
广西警察学院,gxjcxy.com
桂林旅游学院,gltu.edu.cn
贵州警察学院,gzpc.edu.cn
贵州商学院,gzcc.edu.cn
哈尔滨金融学院,hrbfu.edu.cn
河北体育学院,shutu.tv
河南财政金融学院,hacz.edu.cn
河南警察学院,hngazk.edu.cn
湖北警官学院,hbpa.edu.cn
呼和浩特民族学院,imnc.edu.cn
湖南警察学院,hnpolice.com
湖南女子学院,hnnd.com.cn
湖南医药学院,hnmu.com.cn
江西警察学院,jxga.com
嘉兴南湖学院,jxnhu.edu.cn
吉林工商学院,jlbtc.edu.cn
吉林警察学院,jljcxy.com
吉林体育学院,jlsu.edu.cn
吉林医药学院,jlmu.cn
兰州资源环境职业技术大学,lzre.edu.cn
南昌医学院,ncmc.edu.cn
南京警察学院,forestpolice.net
山东警察学院,sdpc.edu.cn
上海公安学院,shpc.edu.cn
山西警察学院,sxpc.edu.cn
铜陵学院,tlu.edu.cn
武汉商学院,wbu.edu.cn
新疆第二医学院,xjmuhbc.edu.cn
新疆警察学院,xjpcedu.cn
新疆科技学院,xjswxy.edu.cn
云南警官学院,ynpc.edu.cn
浙江药科职业大学,zjpc.net.cn
郑州警察学院,rpc.edu.cn
三亚学院,sanyau.edu.cn
三明市中西医结合医院,smzxy.com
三明市第一医院,smdyyy.cn
三明市第二医院,sm2y.cn
三江学院,sju.edu.cn
三门峡职业技术学院,smxpt.edu.cn
上海交通大学船舶海洋与建筑工程学院,sjtu.edu.cn
上海人工智能实验室,sqz.ac.cn
上海农林职业技术学院,shafc.edu.cn
上海工艺美术职业学院,sada.edu.cn
上海市农业科学院,saas.sh.cn
上海市可扩展计算与系统重点实验室,sjtu.edu.cn
上海开放大学,sou.edu.cn
上海戏剧学院,sta.edu.cn
上海社会科学院,sass.org.cn
上海科学院,sibpt.com
上海视觉艺术学院,siva.edu.cn
上海音乐学院,shcmusic.edu.cn
东海实验室,donghailab.cn
中共中央党校,ccps.gov.cn
中国中医科学院,tcmid.cn
中国中医科学院中医临床基础医学研究所,tcmid.cn
中国中医科学院中医基础理论研究所,ibtcm.ac.cn
中国中医科学院中医药信息研究所,ibtcm.ac.cn
中国中医科学院中药研究所,icmm.ac.cn
中国中医科学院中药资源中心,nrc.ac.cn
中国中医科学院广安门医院,gamyy.cn
中国中医科学院西苑医院,xyhospital.com
中国人民解放军总医院,301hospital-5.mil.cn
中国人民解放军总医院第七医学中心,301hospital.com.cn
中国人民解放军总医院第六医学中心,hjzyy.mil.cn
中国人民解放军空军军医大学,fmmu.edu.cn
中国人民解放军陆军军医大学,dph-fsi.com
中国人民解放军陆军工程大学,aeu.edu.cn
中国信息通信研究院,caict.ac.cn
中国农业科学院,caas.cn
中国农业科学院上海兽医研究所,caas.cn
中国农业科学院作物科学研究所,icscaas.com.cn
中国农业科学院兰州兽医研究所,cnki.net
中国农业科学院兰州畜牧与兽药研究所,caas.cn
中国农业科学院农业信息研究所,caas.cn
中国农业科学院农业环境与可持续发展研究所,caas.cn
中国农业科学院农业质量标准与检测技术研究所,caas.cn
中国农业科学院农业资源与农业区划研究所,caas.cn
中国农业科学院农产品加工研究所,caas.cn
中国农业科学院农田灌溉研究所,caas.cn
中国农业科学院北京畜牧兽医研究所,caas.cn
中国农业科学院哈尔滨兽医研究所,hvri.ac.cn
中国农业科学院果树研究所,ipcaas.com
中国农业科学院棉花研究所,cricaas.com.cn
中国农业科学院植物保护研究所,ippcaas.cn
中国农业科学院油料作物研究所,oilcrops.com.cn
中国农业科学院深圳农业基因组研究所,caas.cn
中国农业科学院深圳研究生院,caas.cn
中国农业科学院烟草研究所,caas.cn
中国农业科学院特产研究所,caas.cn
中国农业科学院生物技术研究所,caas.cn
中国农业科学院研究生院,caas.cn
中国农业科学院茶叶研究所,tricaas.com
中国农业科学院草原研究所,caas.cn
中国农业科学院蔬菜花卉研究所,ivfcaas.ac.cn
中国农业科学院蜜蜂研究所,caas.cn
中国农业科学院郑州果树研究所,zzgss.cn
中国农业科学院都市农业研究所,caas.cn
中国农业科学院饲料研究所,caasfri.com.cn
中国动物卫生与流行病学中心,cahec.cn
中国医学科学院医学实验动物研究所,cnilas.org
中国医学科学院医学生物学研究所,imbcams.ac.cn
中国医学科学院医药生物技术研究所,imb.com.cn
中国医学科学院基础医学研究所,pumc.edu.cn
中国医学科学院放射医学研究所,irm-cams.ac.cn
中国医学科学院整形外科医院,zhengxing.com.cn
中国医学科学院生物医学工程研究所,bme.org.cn
中国医学科学院病原生物学研究所,ipbcams.ac.cn
中国医学科学院皮肤病研究所,pumcderm.net
中国医学科学院肿瘤医院,cicams.ac.cn
中国医学科学院药物研究所,imm.ac.cn
中国医学科学院药用植物研究所,implad.ac.cn
中国医学科学院血液学研究所,chinablood.com.cn
中国医学科学院输血研究所,ibtcams.ac.cn
中国医学科学院阜外医院,fuwaihospital.org
中国地质大学,cug.edu.cn
中国地质科学院,cags.ac.cn
中国地质科学院地球物理地球化学勘查研究所,cgs.gov.cn
中国地质科学院地质力学研究所,cgs.gov.cn
中国地质科学院地质研究所,geoscience.cn
中国地质科学院水文地质环境地质研究所,cgs.gov.cn
中国地质调查局南京地质调查中心,cgs.gov.cn
中国地质调查局发展研究中心,cgs.gov.cn
中国地质调查局国家地质实验测试中心,cgs.gov.cn
中国地质调查局成都地质调查中心(西南地质科技创新中心),cgs.gov.cn
中国地质调查局武汉地质调查中心,cgs.gov.cn
中国地质调查局沈阳地质调查中心,cgs.gov.cn
中国地质调查局西安地质调查中心,cgs.gov.cn
中国地震局,cea-igp.ac.cn
中国地震局地球物理研究所,cea-igp.ac.cn
中国地震局地质研究所,eq-igl.ac.cn
中国地震局地震预测研究所,ief.ac.cn
中国地震局工程力学研究所,iem.ac.cn
中国地震局第一监测中心,tcu.edu.cn
中国地震灾害防御中心,eq-cedpc.cn
中国安全生产科学研究院,chinasafety.ac.cn
中国工程物理研究院,caep.cn
中国政法大学证据科学研究院,cupl.edu.cn
中国极地研究中心,pric.org.cn
中国林业科学研究院,caf.ac.cn
中国林业科学研究院亚热带林业研究所,caf.ac.cn
中国林业科学研究院木材工业研究所,caf.ac.cn
中国林业科学研究院林业研究所,caf.ac.cn
中国林业科学研究院林产化学工业研究所,caf.ac.cn
中国林业科学研究院沙漠林业实验中心,caf.ac.cn
中国林业科学研究院资源信息研究所,caf.ac.cn
中国标准化研究院,cnis.ac.cn
中国检验检疫科学研究院,caiq.org.cn
中国气象科学研究院,camscma.cn
中国水产科学研究院,ecsf.ac.cn
中国水产科学研究院东海水产研究所,ecsf.ac.cn
中国水产科学研究院南海水产研究所,scsfri.ac.cn
中国水产科学研究院淡水渔业研究中心,ffrc.cn
中国水产科学研究院渔业机械仪器研究所,fmiri.ac.cn
中国水产科学研究院长江水产研究所,yfi.ac.cn
中国水产科学研究院黄海水产研究所,ysfri.ac.cn
中国水产科学研究院黑龙江水产研究所,hrfri.ac.cn
中国水利水电科学研究院,damcenter.cn
中国水稻研究所,caas.cn
中国测绘科学研究院,casm.ac.cn
中国测试技术研究院,nimtt.cn
中国热带农业科学院,catas.cn
中国环境科学研究院,craes.cn
中国疾病预防控制中心,chinacdc.cn
中国疾病预防控制中心-寄生虫病预防控制所,ipd.org.cn
中国疾病预防控制中心传染病预防控制所,xjtu.edu.cn
中国疾病预防控制中心农村改水技术指导中心,chinacdc.cn
中国疾病预防控制中心病毒病预防控制所,chinacdc.cn
中国疾病预防控制中心职业卫生与中毒控制所,chinacdc.cn
中国疾病预防控制中心营养与健康所,chinacdc.cn
中国疾病预防控制中心辐射防护与核安全医学所,nirp.cn
中国社会科学院,cssn.cn
中国社会科学院大学,ucass.edu.cn
中国科学院,ucas.ac.cn
中国科学院上海光学精密机械研究所,cas.cn
中国科学院上海免疫与感染研究所,cas.cn
中国科学院上海天文台,cas.cn
中国科学院上海应用物理研究所,ucas.ac.cn
中国科学院上海微系统与信息技术研究所,cas.cn
中国科学院上海技术物理研究所,sitp.ac.cn
中国科学院上海有机化学研究所,cas.cn
中国科学院上海硅酸盐研究所,cas.cn
中国科学院上海药物研究所,cas.cn
中国科学院上海营养与健康研究所,cas.cn
中国科学院上海高等研究院,cas.cn
中国科学院东北地理与农业生态研究所,cas.cn
中国科学院云南天文台,cas.cn
中国科学院亚热带农业生态研究所,cas.cn
中国科学院信息工程研究所,ucas.ac.cn
中国科学院光电技术研究所,cas.cn
中国科学院光电研究院,cas.cn
中国科学院兰州化学物理研究所,cas.cn
中国科学院兰州文献情报中心,cas.cn
中国科学院分子植物科学卓越创新中心,cas.cn
中国科学院分子细胞科学卓越创新中心,cas.cn
中国科学院力学研究所,cas.cn
中国科学院动物研究所,cas.cn
中国科学院化学研究所,iccas.ac.cn
中国科学院北京基因组研究所,cas.cn
中国科学院北京纳米能源与系统研究所,cas.cn
中国科学院半导体研究所,semi.ac.cn
中国科学院华南植物园,cas.cn
中国科学院南京土壤研究所,cas.cn
中国科学院南京地理与湖泊研究所,cas.cn
中国科学院南京地质古生物研究所,cas.cn
中国科学院南京天文光学技术研究所,cas.cn
中国科学院南海海洋研究所,scsio.ac.cn
中国科学院古脊椎动物与古人类研究所,cas.cn
中国科学院合肥物质科学研究院,cas.cn
中国科学院国家天文台,cas.cn
中国科学院国家天文台长春人造卫星观测站,cas.cn
中国科学院国家授时中心,cas.cn
中国科学院国家空间科学中心,cas.cn
中国科学院地球化学研究所,gyig.ac.cn
中国科学院地球环境研究所,klacp.ac.cn
中国科学院地理科学与资源研究所,cas.cn
中国科学院地质与地球物理研究所,cas.cn
中国科学院城市环境研究所,cas.cn
中国科学院声学研究所,ioahn.ac.cn
中国科学院大学,ucas.ac.cn
中国科学院大气物理研究所,tea.ac.cn
中国科学院大连化学物理研究所,dicp.ac.cn
中国科学院天津工业生物技术研究所,cas.cn
中国科学院宁波材料技术与工程研究所,nimte.ac.cn
中国科学院山西煤炭化学研究所,cas.cn
中国科学院工程热物理研究所,cas.cn
中国科学院广州地球化学研究所,scsio.ac.cn
中国科学院广州生物医药与健康研究院,cas.cn
中国科学院广州能源研究所,cas.cn
中国科学院微小卫星创新研究院,cas.cn
中国科学院微生物研究所,im.ac.cn
中国科学院微电子研究所,cas.cn
中国科学院心理研究所,cas.cn
中国科学院成都生物研究所,cas.cn
中国科学院数学与系统科学研究院,mcm.ac.cn
中国科学院文献情报中心,cas.cn
中国科学院新疆天文台,cas.cn
中国科学院新疆理化技术研究所,cas.cn
中国科学院新疆生态与地理研究所,cas.cn
中国科学院昆明动物研究所,cuhk.edu.hk
中国科学院昆明植物研究所,cas.cn
中国科学院杭州医学研究所,cas.cn
中国科学院植物研究所,klpbcas.com
中国科学院武汉岩土力学研究所,cas.cn
中国科学院武汉文献情报中心,cas.cn
中国科学院武汉病毒研究所,cas.cn
中国科学院水利部水土保持研究所,cas.cn
中国科学院水生生物研究所,cas.cn
中国科学院沈阳应用生态研究所,cas.cn
中国科学院沈阳自动化研究所,ucas.edu.cn
中国科学院深圳先进技术研究院,siat.ac.cn
中国科学院烟台海岸带研究所,yic.ac.cn
中国科学院物理研究所,cas.cn
中国科学院理化技术研究所,ipc.ac.cn
中国科学院理论物理研究所,cas.cn
中国科学院生态环境研究中心,rcees.ac.cn
中国科学院生物物理研究所,cas.cn
中国科学院电工研究所,cas.cn
中国科学院福建物质结构研究所,xmirem.ac.cn
中国科学院科技战略咨询研究院,casisd.cn
中国科学院空天信息创新研究院,digitalearthlab.com.cn
中国科学院精密测量科学与技术创新研究院,cas.cn
中国科学院紫金山天文台,cas.cn
中国科学院脑科学与智能技术卓越创新中心,cas.cn
中国科学院自动化研究所,cas.cn
中国科学院自然科学史研究所,ihns.ac.cn
中国科学院苏州生物医学工程技术研究所,cas.cn
中国科学院苏州纳米技术与纳米仿生研究所,cas.cn
中国科学院西北高原生物研究所,cas.cn
中国科学院西双版纳热带植物园,cas.cn
中国科学院西安光学精密机械研究所,opt.ac.cn
中国科学院西安分院,cas.cn
中国科学院计算技术研究所,cas.cn
中国科学院计算机网络信息中心,cas.cn
中国科学院赣江创新研究院,cas.cn
中国科学院过程工程研究所,mesolab.ac.cn
中国科学院近代物理研究所,ucas.ac.cn
中国科学院遗传与发育生物学研究所,cepams.org
中国科学院重庆绿色智能技术研究院,cas.cn
中国科学院金属研究所,synl.ac.cn
中国科学院长春光学精密机械与物理研究所,cas.cn
中国科学院长春应用化学研究所,cas.cn
中国科学院青岛生物能源与过程研究所,qibebt.ac.cn
中国科学院青海盐湖研究所,cas.cn
中国科学院青藏高原研究所,cas.cn
中国科学院高能物理研究所,cas.cn
中国美术学院,caa.edu.cn
中国计量科学研究院,baidu.com
中国音乐学院,ccmusic.edu.cn
中国食品药品检定研究院,nifdc.org.cn
中央戏剧学院,chntheatre.edu.cn
中央美术学院,cafa.edu.cn
中央音乐学院,ccom.edu.cn
中日友好医院,zryhyy.com.cn
中科环渤海（烟台）药物高等研究院,baridd.ac.cn
中科院成都信息技术股份有限公司,casit.ac.cn
丽水职业技术学院,lszjy.com
之江实验室,nankai.edu.cn
云南省农业科学院,ynhort.cn
云南省地方病防治所,yiedc.com
云南艺术学院,ynart.edu.cn
交通运输部天津水运工程科学研究所,tiwte.ac.cn
佛山仙湖实验室,xianhulab.com
信阳学院,xyu.edu.cn
农业农村部南京农业机械化研究所,caas.cn
农业农村部沼气科学研究所,caas.cn
农业农村部环境保护科研监测所,caas.cn
农业农村部食物与营养发展研究所,caas.cn
北京医院,bjhmoh.cn
北京协和医院,pumch.cn
北京市农林科学院,nercita.org.cn
北京市地震局,bjdzj.gov.cn
北京市社会科学院,bass.org.cn
北京市神经外科研究所,bjni.org.cn
北京师范大学珠海校区,bnu.edu.cn
北京干细胞与再生医学研究院,iscr.ac.cn
北京应用物理与计算数学研究所,iapcm.ac.cn
北京生命科学研究所,nibs.ac.cn
北京电子科技职业学院,bpi.edu.cn
北京电影学院,bfa.edu.cn
北京石墨烯研究院,bgi-graphene.com
北京舞蹈学院,bda.edu.cn
北京计算科学研究中心,csrc.ac.cn
北京财贸职业学院,bjczy.edu.cn
北京量子信息科学研究院,baqis.ac.cn
北京雁栖湖应用数学研究院,bimsa.cn
北京青年政治学院,bjypc.edu.cn
南京信息职业技术学院,njcit.cn
南京艺术学院,nua.edu.cn
南宁学院,unn.edu.cn
南宁职业技术大学,nnvtu.edu.cn
南平市第一医院,npsdyyy.com
南方海洋科学与工程广东省实验室(珠海),sml-zhuhai.cn
南方海洋科学与工程广东省实验室（广州）,camscma.cn
南昌大学口腔医学院,jxskqyy.com
南昌大学第一附属医院临床试验研究中心,cdyfy.com
南昌大学第二附属医院,jxndefy.cn
南昌大学附属眼科医院,ncu.edu.cn
南阳医学高等专科学校,nymc.edu.cn
厦门医学院附属口腔医院,xmkq.com
厦门华厦学院,hxxy.edu.cn
厦门国家会计学院,xnai.edu.cn
厦门大学附属厦门眼科中心,xiameneye.org.cn
厦门大学附属心血管病医院,xmheart.com
厦门大学附属第一医院,xmfh.com.cn
厦门大学附属翔安医院,xmu.edu.cn
厦门大学附属龙岩中医院,lyszyy.com
厦门工学院,xit.edu.cn
厦门市中医院,xmtcm.com
厦门市妇幼保健院,xmfybj.cn
厦门市妇幼保健院（厦门市计划生育服务中心、厦门大学附属妇女儿童医院）,fjsfy.com
厦门弘爱医院,haxm.com
吉林动画学院,jlai.edu.cn
吉林外国语大学,jisu.edu.cn
吉林省农业科学院,jaas.com.cn
吉林艺术学院,jlart.edu.cn
呼吸疾病全国重点实验室,sklrd.cn
哈尔滨石油学院,hip.edu.cn
哈尔滨职业技术学院,hrbzy.edu.cn
哈尔滨音乐学院,hrbcm.edu.cn
四川大学华西医院,wchscu.cn
四川大学华西天府医院,wctfh.cn
四川大学华西第二医院,motherchildren.com
四川大学华西第四医院,wcfh.com.cn
四川工程职业技术大学,scpu.edu.cn
四川省人民医院,samsph.cn
四川省农业科学院,chinawestagr.com
四川美术学院,scfai.edu.cn
四川音乐学院,sccm.edu.cn
国家体育总局体育科学研究所,ciss.cn
国家基础地理信息中心,ngcc.cn
国家林业和草原局竹子研究开发中心,caf.ac.cn
国家水运安全工程技术研究中心,whut.edu.cn
国家海洋环境监测中心,nmemc.org.cn
国家海洋环境预报中心,nmefc.cn
国家纳米科学中心,cas.cn
国家自然科学基金委员会,nsfc.gov.cn
国家超级计算深圳中心,nsccsz.cn
国家远洋渔业工程技术研究中心,shou.edu.cn
国防科技大学,nudt.edu.cn
国际竹藤中心,icbr.ac.cn
大理大学第一附属医院,dali.edu.cn
天府永兴实验室,scu.edu.cn
天津地质调查中心,cgs.gov.cn
天津市人民医院,umc.net.cn
天津市儿童医院,tjchildrenshospital.com
天津市农业科学院,taas.ac.cn
天津市口腔医院,tjskq.com
天津市地震局,tjdzj.gov.cn
天津市环湖医院,tnsi.org
天津市疾病预防控制中心,cdctj.com.cn
天津市第一中心医院,tj-fch.com
天津市第三中心医院,tj3zx.cn
天津市胸科医院,chesthospital.com
天津美术学院,tjarts.edu.cn
天津职业大学,tjtc.edu.cn
天津音乐学院,tjcm.edu.cn
天目山实验室,tmslab.cn
姑苏实验室,gusulab.ac.cn
季华实验室,jihualab.ac.cn
宁夏农林科学院,nxaas.com.cn
宁夏医科大学总医院,nyfy.com.cn
宁夏职业技术学院,nxtc.edu.cn
宁德市闽东医院,fjmdyy.com
宁德师范学院附属宁德市医院,ndsyy.com
宁波城市职业技术学院,nbcc.cn
宁波职业技术学院,nbpt.edu.cn
宁波财经学院,nbufe.edu.cn
安徽医学高等专科学校,ahyz.edu.cn
安徽新华学院,axhu.edu.cn
安徽省农业科学院,aaas.org.cn
山东中医药大学高等专科学校,sdctcm.edu.cn
山东华宇工学院,huayu.edu.cn
山东商业职业技术学院,sict.edu.cn
山东工艺美术学院,sdada.edu.cn
山东省农业科学院,cfsqlsn.cn
山东省地震局,sddzj.gov.cn
山东艺术学院,sdca.edu.cn
山西传媒学院,cusx.edu.cn
山西工学院,sxct.edu.cn
山西省人民医院,sxsrmyy.com
山西省财政税务专科学校,sxftc.edu.cn
崖州湾国家实验室,aminer.cn
常州信息职业技术学院,ccit.js.cn
常州工程职业技术学院,czie.edu.cn
广东以色列理工学院,gtiit.edu.cn
广东机电职业技术学院,gdmec.edu.cn
广东省农业科学院,gdaas.cn
广东省科学院,gdas.gd.cn
广东省科学院中乌焊接研究所,cupiw.com
广东省科学院动物研究所,giz.gd.cn
广东省科学院化工研究所,gdcri.com
广东省科学院广州地理研究所,gdas.ac.cn
广东省科学院微生物研究所,gdim.cn
广东省科学院新材料研究所,gdinm.com
广东科学技术职业学院,gdit.edu.cn
广东轻工职业技术大学,gdqy.edu.cn
广州南方学院,nfu.edu.cn
广州商学院,gcc.edu.cn
广州实验室,gzlab.ac.cn
广州海洋地质调查局,cgs.gov.cn
广州铁路职业技术学院,gtxy.cn
广西农业科学院,gxaas.net
广西现代职业技术学院,gxxd.net.cn
广西科学院,gxib.cn
广西艺术学院,gxau.edu.cn
康复大学,fio.org.cn
强场激光物理国家重点实验室,cas.cn
微软亚洲研究院,microsoft.com
成都大学附属医院,cdu.edu.cn
扬州工业职业技术学院,ypi.edu.cn
文华学院,hustwenhua.net
新疆农业科学院,xaas.ac.cn
新疆农业职业技术学院,xjnzy.edu.cn
新疆农垦科学院,xjnkkxy.com
新疆维吾尔自治区畜牧科学院,xjaas.net
新疆艺术学院,xjart.edu.cn
无锡城市职业技术学院,wxcu.edu.cn
无锡工艺职业技术学院,wxgyxy.edu.cn
无锡职业技术学院,wxit.edu.cn
日照职业技术学院,rzpt.cn
昌平实验室,cpl.ac.cn
星海音乐学院,xhcom.edu.cn
望京医院,wjhospital.com.cn
杨凌职业技术学院,ylvtc.cn
杭州职业技术学院,hzvtc.edu.cn
核工业西南物理研究院,swip.ac.cn
森林生态环境与保护研究所,ifeep.cn
武昌理工学院,wut.edu.cn
武昌首义学院,wsyu.edu.cn
武汉东湖学院,wdu.edu.cn
武汉传媒学院,whmc.edu.cn
武汉华夏理工学院,whhxit.edu.cn
武汉学院,whxy.edu.cn
武汉工程科技学院,wuhues.com
武汉市金银潭医院,whsjytyy.com
武汉生物工程学院,whsw.cn
武汉音乐学院,whcm.edu.cn
水利部交通运输部国家能源局南京水利科学研究院,nhri.cn
水利部成都山地灾害与环境研究所,cern.ac.cn
汉口学院,hkxy.edu.cn
江苏信息职业技术学院,jsit.edu.cn
江苏农林职业技术学院,jsafc.edu.cn
江苏农牧科技职业学院,jsahvc.edu.cn
江苏医药职业学院,jsmc.edu.cn
江苏城乡建设职业学院,jscc.edu.cn
江苏建筑职业技术学院,jsviat.edu.cn
江苏开放大学,jsou.edu.cn
江苏海事职业技术学院,zqyjnds.com
江苏省中医院,jshtcm.com
江苏省农业科学院,jaas.ac.cn
江苏省疾病预防控制中心,jscdc.cn
江苏经贸职业技术学院,jvic.edu.cn
江苏航运职业技术学院,jssc.edu.cn
江苏食品药品职业技术学院,jsfpc.edu.cn
江西中医药大学附属医院,jxszyy.com
江西应用技术职业学院,jxyy.edu.cn
江西省农业科学院,jxaas.cn
江西省科学院,jxas.ac.cn
江西职业技术大学,jvtc.jx.cn
沈阳化工研究院,syrici.com.cn
沈阳音乐学院,sycm.edu.cn
河北传媒学院,hebic.cn
河北化工医药职业技术学院,hebcpc.cn
河北工程技术学院,hebuet.edu.cn
河北省农林科学院,hebnky.com
河南大学医学院,henu.edu.cn
河南省农业科学院,hnagri.org.cn
河南省科学院,inst-lres.com
泉州市中医院,qzzyy.org.cn
泉州市第一医院,qzdyyy.com
济南微生态生物医学省实验室,jnl.ac.cn
浙江机电职业技术大学,zime.edu.cn
浙江树人学院,zjsru.edu.cn
浙江清华长三角研究院,tsinghua-zj.edu.cn
浙江省人民医院,hospitalstar.com
浙江省农业科学院,zaas.ac.cn
浙江省疾病预防控制中心,cdc.zj.cn
浙江省肿瘤医院,zchospital.com
浙江越秀外国语学院,zyufl.edu.cn
浙江金融职业学院,zfc.edu.cn
浙江音乐学院,zjcm.edu.cn
海军军医大学,bbmc.edu.cn
海南农业科学院,hnaas.org.cn
海南政法职业学院,hnplc.com
海南科技职业大学,hnkjedu.cn
海南经贸职业技术学院,hceb.edu.cn
淄博职业学院,zbvc.edu.cn
深圳信息职业技术学院,sziit.edu.cn
深圳北京大学香港科技大学医学中心,sphmc.org
深圳市人工智能与机器人研究院,cuhk.edu.cn
深圳市前海蛇口自贸区医院,skhosp.cn
深圳市南山区慢性病防治院,sznsmby.cn
深圳市大数据研究院,cuhk.edu.cn
深圳技术大学,sztu.edu.cn
深圳理工大学,suat-sz.edu.cn
深圳职业技术大学,szpu.edu.cn
深圳计算科学研究院,sics.ac.cn
清华大学深圳国际研究生院,tsinghua.edu.cn
温州职业技术学院,wzvtc.cn
湖北城市建设职业技术学院,hbucvc.edu.cn
湖北江夏实验室,hbjxlab.com
湖北省农业科学院,hbaas.ac.cn
湖北美术学院,hifa.edu.cn
湖南化工职业技术学院,hnhgzy.com
湖南工业职业技术学院,hunangy.com
湖南省农业科学院,hunaas.cn
湖州职业技术学院,huvtc.edu.cn
滁州职业技术学院,chzc.edu.cn
滨州职业学院,bzpt.edu.cn
烟台先进材料与绿色制造山东省实验室,qust.edu.cn
珠江水产研究所,prfri.ac.cn
珠海城市职业技术学院,zhcpt.edu.cn
瓯江实验室,ojlab.cn
甘肃省农业科学院,gsagr.cn
甘肃省地震局（中国地震局兰州地震研究所）,gsdzj.gov.cn
甘肃省科学院,gsas.ac.cn
生态环境部南京环境科学研究所,nies.org
甬江实验室,ylab.ac.cn
电子科技大学（深圳）高等研究院,uestc.edu.cn
瞬态光学与光子技术国家重点实验室,opt.ac.cn
石家庄职业技术学院,sjzpt.edu.cn
福州市中医院,fzszyy.cn
福建中医药大学附属人民医院,srmyy.com
福建中医药大学附属康复医院,fjkf.net
福建中医药大学附属漳州中医院,zzzyy.com
福建中医药大学附属福鼎医院,fdsyy.com
福建中医药大学附属第三人民医院,fjsdsrmyy.com
福建中医药大学附属第二人民医院,fjhospital.com
福建医科大学孟超肝胆医院,fzcrb.com
福建医科大学附属协和医院,fjxiehe.com
福建医科大学附属口腔医院,fjkqyy.com
福建医科大学附属第二医院,fyey.cn
福建省中医药科学院,fjszyy.com
福建省农业科学院,faas.cn
福建省宁德市中医院,ndzyy.com
福建省福州儿童医院,fzetyy.com
福建省立医院,fjsl.com.cn
福建省肿瘤医院,fjzl.com.cn
福建船政交通职业学院,fjcpc.edu.cn
自然资源部第一海洋研究所,fio.org.cn
自然资源部第三海洋研究所,tio.org.cn
自然资源部第二海洋研究所,sio.org.cn
良渚实验室,zju.edu.cn
芙蓉实验室,furonglabhn.cn
芜湖职业技术学院,whit.edu.cn
苏州卫生职业技术学院,hxkq.net
苏州工艺美术职业技术学院,sgmart.edu.cn
苏州市职业大学,jssvc.edu.cn
茅台学院,mtxy.edu.cn
西京学院,xijing.edu.cn
西南医科大学附属医院,ahswmu.cn
西南医科大学附属口腔医院,xnykdkq.com
西安交通大学城市学院,xjtucc.cn
西安美术学院,xafa.edu.cn
西安翻译学院,xafy.edu.cn
西安航空职业技术学院,xihang.com.cn
西安音乐学院,xacom.edu.cn
西湖大学,westlake.edu.cn
西湖实验室,wllsb.edu.cn
西藏自治区农牧科学院,taaas.org
解放军总医院第五医学中心,301hospital-5.mil.cn
贵州科学院,guizhou.gov.cn
赣南医科大学第一附属医院,gyyfy.com
赣州市立医院,gzslyy.com
赣州市第三人民医院,jxgzsdsrmyy.cn
赣州市肿瘤医院,gzzlyy.com
辽宁材料实验室,lam.ln.cn
辽宁省农业科学院,laas.cn
郑州烟草研究院,ztri.com.cn
重庆医科大学附属儿童医院,chcmu.com
重庆医科大学附属康复医院,rhcqmu.com
重庆医科大学附属永川医院,ychcqmu.com
重庆医科大学附属第一医院,hospital-cqmu.com
重庆医科大学附属第三医院,3-hospital-cqmu.com
重庆医科大学附属第二医院,sahcqmu.com
重庆工业职业技术学院,cqipc.edu.cn
重庆工程学院,cqie.edu.cn
重庆工程职业技术学院,cqvie.edu.cn
重庆市农业科学院,cqaas.cn
重庆市畜牧科学院,cqaa.cn
重庆电子科技职业大学,cqcet.edu.cn
量子光学与光量子器件国家重点实验室,sxu.edu.cn
金华职业技术大学,jhc.cn
长春大学旅游学院,tccu.edu.cn
长春建筑学院,jladi.edu.cn
长春汽车职业技术大学,caii.edu.cn
长江水资源保护科学研究所,cwrpi.com
长沙医学院,csmu.edu.cn
长沙民政职业技术学院,csmzxy.edu.cn
闽南科技学院,mku.edu.cn
闽都创新实验室,fjoel.cn
陕西工业职业技术学院,sxpi.edu.cn
陕西铁路工程职业技术学院,sxri.net
青岛市市立医院,qdslyy.cn
青海省地震局,qhdzj.gov.cn
顺德职业技术学院,sdpt.edu.cn
首都儿科研究所,shouer.com.cn
香港中文大学（深圳）医学院,cuhk.edu.cn
香港浸会大学,hkbu.edu.hk
香港科技大学深圳研究院,szier2.cn
香港科技大学（广州）,hkust-gz.edu.cn
马鞍山师范高等专科学校,massz.edu.cn
鲁迅美术学院,lumei.edu.cn
黄河水利职业技术学院,yrcti.edu.cn
黑龙江外国语学院,hiu.edu.cn
黑龙江省农业科学院,jmsnky.org.cn
黑龙江省科学院,has.ac.cn
龙岩市第一医院,lydyyy.com.cn
